sample_id,pad_name,level,level_index,severity,severity_label,mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,std_h,std_s,std_v,brightness,contrast,base_r,base_g,base_b,blurred
1345,pH,7.5,4,0,Normal,59.0176,175.0352,96.7852,7.2306,7.1131,7.1235,69.7402,168.8877,175.0352,2.3512,11.1713,7.1131,131.4365,4.7288,80,170,90,0
1346,pH,7.5,4,0,Normal,80.0225,192.4277,91.4775,7.1297,7.1333,7.4731,63.001,149.7402,192.4277,2.6248,9.4947,7.1333,147.3037,4.8144,80,170,90,1
1347,pH,7.5,4,0,Normal,64.2002,192.043,78.0107,7.2441,7.1894,7.2729,63.1611,170.082,192.043,2.2725,9.8522,7.1894,140.8213,4.7838,80,170,90,1
1348,pH,7.5,4,0,Normal,87.9316,190.9795,107.6426,7.0057,7.2597,7.0764,65.6475,137.4609,190.9795,2.7859,10.2849,7.2597,150.6523,4.8156,80,170,90,0
1349,pH,7.5,4,0,Normal,97.123,173.2275,110.1504,7.2631,7.2423,7.1543,64.9688,112.4863,173.2275,3.7849,11.5734,7.2423,143.2686,4.9317,80,170,90,1
1350,pH,7.5,4,0,Normal,59.3916,148.1523,85.7354,2.606,2.8536,2.7381,68.8975,152.7188,148.1523,1.1835,5.0145,2.8536,114.5029,1.8724,80,170,90,0
1351,pH,7.5,4,0,Normal,93.3301,182.3076,65.6426,7.2624,7.313,7.2454,52.9561,163.0732,182.3076,2.414,10.5948,7.313,142.4092,4.9556,80,170,90,0
1352,pH,7.5,4,0,Normal,80.8877,153.9443,75.2979,7.0951,7.0665,7.1308,57.9863,133.083,153.9443,3.6163,11.6396,7.0665,123.1338,4.7019,80,170,90,1
1353,pH,7.5,4,0,Normal,66.0713,172.7852,84.0146,7.1346,7.0786,7.1207,64.9453,157.4775,172.7852,2.7356,11.0717,7.0786,130.749,4.7579,80,170,90,0
1354,pH,7.5,4,0,Normal,73.9453,150.2666,84.708,7.2472,7.1268,7.0531,64.0771,130.3877,150.2666,3.7169,12.7087,7.1268,119.9961,4.8038,80,170,90,0
1355,pH,7.5,4,0,Normal,99.7461,175.8652,106.8496,7.3018,7.3747,7.1511,62.6543,112.375,175.8652,3.8661,10.7473,7.3747,145.2334,4.8909,80,170,90,0
1356,pH,7.5,4,0,Normal,96.9492,166.083,68.1074,7.3771,7.1604,7.3849,51.2402,150.2461,166.083,2.9029,12.0923,7.1604,134.2324,4.8542,80,170,90,0
1357,pH,7.5,4,0,Normal,83.0859,186.9932,79.5479,7.0649,7.1839,6.9923,59.0654,149.7461,186.9932,2.6916,9.2347,7.1839,143.6826,4.662,80,170,90,0
1358,pH,7.5,4,0,Normal,58.0684,187.998,94.9795,7.5782,7.2398,7.2469,68.4746,176.1064,187.998,2.1766,10.941,7.2398,138.5459,4.7868,80,170,90,1
1359,pH,7.5,4,0,Normal,73.7695,159.0928,77.9141,7.3486,7.1297,7.1182,61.374,140.3301,159.0928,3.4038,11.1988,7.1297,124.332,4.7717,80,170,90,1
1360,pH,7.5,4,0,Normal,104.1816,187.002,84.9785,7.4287,7.2555,7.1721,54.4678,139.042,187.002,2.8568,10.6586,7.2555,150.5986,4.8918,80,170,90,0
1361,pH,7.5,4,0,Normal,68.248,147.7109,71.3564,7.1639,7.145,7.4023,61.0947,141.9619,147.7109,3.7333,11.5334,7.145,115.2393,4.7599,80,170,90,1
1362,pH,7.5,4,0,Normal,77.5479,154.9512,97.5234,7.0993,7.0916,7.2438,67.6211,127.1172,154.9512,3.5829,13.1141,7.0916,125.2676,4.7381,80,170,90,1
1363,pH,7.5,4,0,Normal,60.8682,191.2256,112.9824,7.1437,7.3,7.0774,71.9814,173.7266,191.2256,2.0669,9.9913,7.3,143.3271,4.8859,80,170,90,1
1364,pH,7.5,4,0,Normal,73.0537,160.1738,108.6357,7.2064,7.1225,7.2806,72.2178,138.4824,160.1738,3.154,12.6794,7.1225,128.2529,4.767,80,170,90,1
1365,pH,7.5,4,0,Normal,67.7168,181.6455,102.2578,7.2269,7.1928,7.442,69.0537,159.8047,181.6455,2.4375,10.7365,7.1928,138.5137,4.9021,80,170,90,0
1366,pH,7.5,4,0,Normal,102.9541,191.2549,102.9844,2.7523,2.8413,2.6994,60.0176,119.7129,191.2549,1.2861,3.7296,2.8413,154.7783,1.9036,80,170,90,1
1367,pH,7.5,4,0,Normal,76.7207,150.9766,111.8467,7.243,7.3836,7.214,74.1836,125.0898,150.9766,3.6758,13.8111,7.3836,124.3125,4.9284,80,170,90,0
1368,pH,7.5,4,0,Normal,57.0674,165.9434,77.1523,7.0622,7.3558,7.3022,65.4697,167.1934,165.9434,2.6189,11.4225,7.3558,123.2744,4.9347,80,170,90,1
1369,pH,7.5,4,0,Normal,88.0205,144.9043,109.0781,7.5149,7.1888,7.2352,71.0049,99.7324,144.9043,4.9481,15.5999,7.1888,123.7881,4.7626,80,170,90,0
1370,pH,7.5,4,0,Normal,71.1787,191.8359,78.8652,7.258,7.2683,7.3537,61.8613,162.2344,191.8359,2.4801,9.1047,7.2683,142.8779,4.9063,80,170,90,0
1371,pH,7.5,4,0,Normal,57.0732,174.9502,108.835,7.1604,7.1675,7.3477,73.165,171.6943,174.9502,2.2924,10.9755,7.1675,132.1748,4.824,80,170,90,1
1372,pH,7.5,4,0,Normal,82.0264,184.1279,76.2002,2.685,2.8811,2.8706,58.3945,149.6152,184.1279,1.0765,4.2113,2.8811,141.3057,1.9469,80,170,90,1
1373,pH,7.5,4,0,Normal,79.875,149.8545,98.6748,2.7975,2.6397,2.7837,68.04,119.04,149.8545,1.6109,5.4793,2.6397,123.1025,1.7411,80,170,90,1
1374,pH,7.5,4,0,Normal,64.0693,177.1797,107.0166,2.6135,2.9076,2.7209,71.4121,162.7744,177.1797,0.925,4.164,2.9076,135.3418,1.8891,80,170,90,1
1375,pH,7.5,4,0,Normal,89.5312,144.8652,106.2148,7.1419,7.2939,7.11,68.8701,97.2344,144.8652,5.1234,14.8529,7.2939,123.9072,4.7773,80,170,90,1
1376,pH,7.5,4,0,Normal,54.751,158.9219,89.1152,7.3265,7.3174,7.255,69.8369,166.9541,158.9219,2.6885,12.6453,7.3174,119.8184,4.8139,80,170,90,0
1377,pH,7.5,4,0,Normal,59.4023,192.9004,114.0352,7.033,7.1852,7.3605,72.2705,176.3555,192.9004,2.0185,9.9475,7.1852,143.9863,4.6704,80,170,90,1
1378,pH,7.5,4,0,Normal,90.8428,175.0205,107.9951,2.9767,2.9092,2.9193,66.084,122.625,175.0205,1.3429,4.7512,2.9092,142.2041,2.0421,80,170,90,1
1379,pH,7.5,4,0,Normal,90.7998,188.7656,107.7549,7.18,7.2424,7.1471,65.0918,132.3506,188.7656,2.9989,10.5832,7.2424,150.252,4.8488,80,170,90,0
1380,pH,8.0,5,1,Mild,61.6143,173.9385,79.7852,7.2992,6.8432,7.2465,64.7705,164.667,173.9385,2.5945,11.2236,6.8432,129.6221,4.6187,40,150,80,0
1381,pH,8.0,5,1,Mild,60.1602,124.9717,59.9814,2.8559,2.8104,2.6992,59.9365,135.874,124.9717,1.7987,5.2714,2.8104,98.2041,1.9859,40,150,80,0
1382,pH,8.0,5,1,Mild,42.0605,171.9473,58.8535,7.1974,7.1632,7.3232,63.8369,192.7803,171.9473,2.3335,10.7454,7.1632,120.2236,4.7316,40,150,80,0
1383,pH,8.0,5,1,Mild,18.8857,144.6943,65.0801,7.3171,7.3042,7.2995,70.9941,221.6523,144.6943,2.2247,13.048,7.3042,98.0117,4.9075,40,150,80,1
1384,pH,8.0,5,1,Mild,28.7412,132.1318,90.0527,7.4328,7.209,7.3404,77.8125,199.3369,132.1318,2.6421,14.8067,7.209,96.415,4.7865,40,150,80,1
1385,pH,8.0,5,1,Mild,54.2891,164.2432,65.9414,7.2088,7.2608,7.2784,63.0947,171.5547,164.2432,2.698,10.9438,7.2608,120.1445,4.8767,40,150,80,1
1386,pH,8.0,5,1,Mild,34.1318,155.2852,66.917,7.2358,7.2072,7.081,68.0586,198.8174,155.2852,2.2601,12.2219,7.2072,108.9756,4.8648,40,150,80,1
1387,pH,8.0,5,1,Mild,56.3115,164.0713,65.9746,6.9607,7.2166,7.1732,62.6113,168.6406,164.0713,2.6837,10.5064,7.2166,120.6543,4.8758,40,150,80,1
1388,pH,8.0,5,1,Mild,22.6113,165.1523,102.9541,7.2739,7.2137,7.1192,76.9209,220.042,165.1523,1.9097,11.3619,7.2137,115.4463,4.8458,40,150,80,1
1389,pH,8.0,5,1,Mild,17.6123,159.0127,88.8691,7.1085,7.365,7.3364,75.1338,226.6895,159.0127,1.923,11.5707,7.365,108.7363,4.8217,40,150,80,0
1390,pH,8.0,5,1,Mild,59.2871,153.0352,95.8086,7.1641,7.0619,7.0084,71.6465,156.0078,153.0352,2.8271,12.6623,7.0619,118.4805,4.8246,40,150,80,1
1391,pH,8.0,5,1,Mild,18.1709,149.2861,73.1094,7.1366,7.1406,7.151,72.5684,223.8984,149.2861,2.1207,12.3027,7.1406,101.3828,4.7434,40,150,80,1
1392,pH,8.0,5,1,Mild,64.7236,166.7881,57.376,7.3496,7.2267,7.2274,58.082,169.3145,166.7881,2.6968,10.3803,7.2267,123.8008,4.915,40,150,80,1
1393,pH,8.0,5,1,Mild,45.792,139.9551,66.9248,7.1134,7.3943,7.1617,66.6523,171.376,139.9551,3.0185,13.657,7.3943,103.4688,4.9542,40,150,80,0
1394,pH,8.0,5,1,Mild,49.999,129.9736,57.2002,7.0823,7.1685,7.2482,62.6055,159.332,129.9736,3.5096,13.3191,7.1685,97.7598,4.8875,40,150,80,1
1395,pH,8.0,5,1,Mild,31.3174,157.9551,62.1025,2.8069,2.8712,2.8679,67.3135,204.4053,157.9551,0.923,4.6832,2.8712,109.1729,1.8834,40,150,80,0
1396,pH,8.0,5,1,Mild,54.7588,152.1309,71.126,7.1856,7.1036,7.2256,64.9316,163.3232,152.1309,2.9655,12.596,7.1036,113.7734,4.7182,40,150,80,1
1397,pH,8.0,5,1,Mild,14.5977,159.6543,89.8516,2.6733,2.9127,2.6943,75.5557,231.6973,159.6543,0.7596,4.3396,2.9127,108.3174,1.8566,40,150,80,0
1398,pH,8.0,5,1,Mild,53.0986,149.6895,103.7744,7.0823,7.3042,7.3355,75.7354,164.3184,149.6895,2.8086,12.9055,7.3042,115.5811,4.8733,40,150,80,1
1399,pH,8.0,5,1,Mild,22.7266,168.3281,62.124,7.2979,7.4421,7.224,68.0771,220.5078,168.3281,1.9164,11.1868,7.4421,112.6816,4.9987,40,150,80,0
1400,pH,8.0,5,1,Mild,53.9707,145.8486,69.0947,7.1579,7.3314,7.1463,64.8242,160.8477,145.8486,3.1441,12.9213,7.3314,109.6279,4.9077,40,150,80,1
1401,pH,8.0,5,1,Mild,23.001,134.9229,97.2666,7.3076,7.1624,7.2365,79.9443,211.3691,134.9229,2.4729,14.1712,7.1624,97.1582,4.7027,40,150,80,1
1402,pH,8.0,5,1,Mild,14.8516,165.2002,78.4697,6.8831,7.3873,7.2833,72.6963,232.0371,165.2002,1.8218,10.6887,7.3873,110.3652,4.8829,40,150,80,0
1403,pH,8.0,5,1,Mild,52.7773,132.8506,70.6719,7.2621,7.2103,7.1979,66.5742,153.5352,132.8506,3.4432,15.0674,7.2103,101.8135,4.7719,40,150,80,0
1404,pH,8.0,5,1,Mild,26.207,127.4033,74.1855,7.2035,7.2073,7.2132,74.2178,202.4199,127.4033,2.6521,14.6945,7.2073,91.0977,4.9535,40,150,80,0
1405,pH,8.0,5,1,Mild,38.9365,145.9854,77.4355,7.2137,7.3384,7.2577,70.7529,186.8232,145.9854,2.5515,13.0966,7.3384,106.1416,4.9577,40,150,80,1
1406,pH,8.0,5,1,Mild,19.7334,143.9023,62.9336,7.1878,7.1584,7.2161,70.4199,219.9287,143.9023,2.2065,12.9064,7.1584,97.5371,4.7542,40,150,80,1
1407,pH,8.0,5,1,Mild,21.2666,131.1719,62.0371,2.7727,2.7908,2.7671,71.1289,213.6582,131.1719,1.0179,5.4093,2.7908,90.416,1.9205,40,150,80,0
1408,pH,8.0,5,1,Mild,63.2373,163.958,90.9229,2.9053,2.9174,2.841,68.2559,156.6123,163.958,1.1132,4.8045,2.9174,125.498,2.0029,40,150,80,0
1409,pH,8.0,5,1,Mild,16.9922,133.1094,103.1602,7.2486,7.1675,7.3567,82.3193,222.3555,133.1094,2.4552,13.9975,7.1675,94.9863,4.8432,40,150,80,0
1410,pH,8.0,5,1,Mild,51.9307,152.001,86.9268,7.1989,7.3124,7.275,70.4561,167.6973,152.001,2.7846,12.6825,7.3124,114.6514,4.9354,40,150,80,1
1411,pH,8.0,5,1,Mild,21.7822,138.7998,60.1533,2.693,2.8236,2.8276,69.8359,214.9727,138.7998,0.9553,4.9737,2.8236,94.8496,1.9352,40,150,80,0
1412,pH,8.0,5,1,Mild,53.0596,168.1895,62.0195,7.5193,7.1747,7.25,62.2432,176.3037,168.1895,2.6861,10.6713,7.1747,121.668,4.8371,40,150,80,0
1413,pH,8.0,5,1,Mild,46.3848,155.3975,87.0791,7.2982,7.2959,7.0433,71.1738,178.6855,155.3975,2.5049,12.6687,7.2959,115.0234,4.7772,40,150,80,1
1414,pH,8.0,5,1,Mild,54.0566,144.9961,60.0381,7.2785,7.233,7.1012,61.8594,163.0518,144.9961,3.2715,11.8882,7.233,108.1045,4.8261,40,150,80,1
1415,pH,8.0,5,1,Mild,18.0664,140.0029,60.1611,2.9301,2.6259,2.8316,70.3594,222.0605,140.0029,0.9023,5.3948,2.6259,94.4541,1.8566,40,150,80,1
1416,pH,8.0,5,1,Mild,65.0391,165.7832,56.1113,7.3636,7.4184,7.214,57.6582,170.1758,165.7832,2.6868,10.7354,7.4184,123.168,4.9703,40,150,80,1
1417,pH,8.0,5,1,Mild,48.0088,131.2383,95.0547,2.8043,2.8436,2.7484,76.9688,161.6973,131.2383,1.2378,5.71,2.8436,102.2275,1.9843,40,150,80,0
1418,pH,8.0,5,1,Mild,23.4326,157.0244,84.291,2.483,2.5925,2.6412,73.6768,216.9639,157.0244,0.7756,4.1387,2.5925,108.7891,1.7146,40,150,80,1
1419,pH,8.0,5,1,Mild,46.9502,151.166,90.5625,7.1875,7.3507,7.3314,72.5361,175.5947,151.166,2.6121,12.7261,7.3507,113.0869,4.9609,40,150,80,0
1420,pH,8.0,5,1,Mild,36.0947,164.916,82.4102,7.3312,7.2339,7.2042,70.7637,199.1152,164.916,2.1639,11.4578,7.2339,116.9961,4.9818,40,150,80,0
1421,pH,8.0,5,1,Mild,46.6553,171.6377,74.9844,7.1306,7.0693,7.0906,66.7461,185.5547,171.6377,2.222,11.1234,7.0693,123.2686,4.6878,40,150,80,0
1422,pH,8.0,5,1,Mild,43.9902,137.8311,73.292,7.3841,7.1974,7.2936,69.2725,173.4229,137.8311,3.0047,14.2786,7.1974,102.4102,4.926,40,150,80,1
1423,pH,8.0,5,1,Mild,55.4014,170.9414,95.085,7.1349,7.1949,7.3652,70.2715,172.2344,170.9414,2.4033,11.2304,7.1949,127.748,4.814,40,150,80,0
1424,pH,8.0,5,1,Mild,55.9307,140.0645,92.1895,7.0875,7.0893,7.2754,72.9209,152.9189,140.0645,3.3152,13.7851,7.0893,109.4277,4.7828,40,150,80,1
1425,pH,8.0,5,1,Mild,57.6514,155.4102,84.9932,7.3465,7.1099,7.2581,68.3057,160.2188,155.4102,2.8369,12.7732,7.1099,118.1455,4.8641,40,150,80,0
1426,pH,8.0,5,1,Mild,35.0332,148.9219,103.0225,7.0425,7.2585,7.2461,77.9453,194.8633,148.9219,2.3777,12.4817,7.2585,109.6348,4.852,40,150,80,1
1427,pH,8.0,5,1,Mild,58.1406,125.9561,62.8848,7.185,7.2486,7.3207,61.9502,141.6865,125.9561,4.3277,13.6026,7.2486,98.4775,4.8907,40,150,80,0
1428,pH,8.0,5,1,Mild,62.0244,136.2227,64.0889,7.1637,7.2889,7.1456,60.8037,144.6816,136.2227,3.8585,12.3954,7.2889,105.8193,4.9129,40,150,80,1
1429,pH,8.0,5,1,Mild,28.8135,158.1113,101.9023,7.0877,7.272,7.2778,76.9873,208.4395,158.1113,2.109,11.6964,7.272,113.0576,4.8374,40,150,80,1
1430,pH,8.0,5,1,Mild,25.6348,150.7666,71.8525,7.4023,7.202,7.2379,71.0557,211.5635,150.7666,2.1664,12.6723,7.202,104.3359,4.9251,40,150,80,1
1431,pH,8.0,5,1,Mild,38.9229,127.9648,74.2432,7.2627,7.3805,7.2698,71.8721,177.1904,127.9648,3.0943,15.1691,7.3805,95.2012,4.9257,40,150,80,1
1432,pH,8.0,5,1,Mild,36.4814,131.7646,88.7656,7.154,7.2136,7.1522,76.4727,184.1992,131.7646,2.7739,14.3867,7.2136,98.374,4.8762,40,150,80,1
1433,pH,8.0,5,1,Mild,16.7598,167.8379,70.6631,7.2166,7.0714,6.9318,70.6631,229.4912,167.8379,1.7707,11.032,7.0714,111.5713,4.7741,40,150,80,1
1434,pH,8.0,5,1,Mild,22.5664,175.3398,98.9629,2.757,2.72,2.7843,75.0225,222.166,175.3398,0.7359,4.0793,2.72,120.9512,1.8349,40,150,80,1
1435,pH,8.0,5,1,Mild,43.6367,137.3965,96.8818,7.2362,7.2482,7.1889,77.0703,173.7881,137.3965,2.941,14.1469,7.2482,104.748,4.8231,40,150,80,1
1436,pH,8.0,5,1,Mild,39.7422,161.3965,89.0439,7.2978,7.4102,7.0944,72.1475,192.0752,161.3965,2.2462,11.9129,7.4102,116.7686,4.9221,40,150,80,0
1437,pH,8.0,5,1,Mild,31.7578,128.0566,58.9941,7.1691,7.0635,7.212,68.4131,191.5908,128.0566,2.8903,14.6988,7.0635,91.3994,4.7633,40,150,80,0
1438,pH,8.0,5,1,Mild,30.0146,172.002,59.7871,2.7812,2.9395,2.902,66.2676,210.5361,172.002,0.8401,4.2296,2.9395,116.7461,1.9405,40,150,80,0
1439,pH,8.0,5,1,Mild,55.0977,150.1299,90.9941,7.4149,7.0894,7.2465,71.293,161.1982,150.1299,2.873,13.3114,7.0894,114.9805,4.8297,40,150,80,1
1440,pH,8.5,6,2,Moderate,34.1367,121.1992,68.0605,7.0849,7.349,7.1882,71.665,182.9189,121.1992,3.1697,15.5412,7.349,89.1074,4.858,20,120,60,0
1441,pH,8.5,6,2,Moderate,3.3477,111.9082,72.8232,4.2507,7.0431,7.1504,79.248,247.3242,111.9082,2.362,9.7627,7.0431,74.9863,4.3863,20,120,60,0
1442,pH,8.5,6,2,Moderate,11.1064,135.1797,35.6562,7.194,7.1669,7.1783,65.8936,233.9482,135.1797,2.2464,13.7231,7.1669,86.7314,4.6955,20,120,60,0
1443,pH,8.5,6,2,Moderate,29.9824,97.9023,70.7402,7.1521,7.1974,7.2645,78.084,176.5459,97.9023,4.1227,19.3714,7.1974,74.4746,4.8775,20,120,60,1
1444,pH,8.5,6,2,Moderate,43.1709,106.1221,72.1152,2.6471,2.9225,2.6901,73.8252,151.2207,106.1221,1.494,6.8606,2.9225,83.4248,1.9996,20,120,60,0
1445,pH,8.5,6,2,Moderate,3.2422,139.5723,70.0752,1.6111,2.843,2.5991,74.7021,249.0303,139.5723,0.7501,2.8364,2.843,90.9014,1.8095,20,120,60,0
1446,pH,8.5,6,2,Moderate,45.3066,139.7812,37.0791,7.2935,7.0497,7.2457,57.7119,189.5059,139.7812,2.9004,12.3344,7.0497,99.8203,4.6363,20,120,60,0
1447,pH,8.5,6,2,Moderate,37.2695,135.3115,53.501,7.2576,7.0636,7.2618,64.8691,184.8398,135.3115,2.9406,13.8454,7.0636,96.666,4.8354,20,120,60,0
1448,pH,8.5,6,2,Moderate,3.1719,115.8926,41.7041,4.0977,7.241,7.1803,70.2754,248.001,115.8926,2.1365,9.1019,7.241,73.7441,4.5116,20,120,60,1
1449,pH,8.5,6,2,Moderate,11.2002,130.2949,59.2119,7.1635,7.0824,7.0406,72.0713,233.0166,130.2949,2.236,14.1102,7.0824,86.5869,4.7375,20,120,60,0
1450,pH,8.5,6,2,Moderate,44.1914,144.7949,61.1279,7.1659,7.2458,7.2941,64.957,177.2061,144.7949,2.801,13.0328,7.2458,105.1768,4.8554,20,120,60,1
1451,pH,8.5,6,2,Moderate,3.1611,139.9785,39.9424,4.0353,7.121,7.1019,68.0605,249.2139,139.9785,1.7689,7.374,7.121,87.6699,4.4935,20,120,60,1
1452,pH,8.5,6,2,Moderate,35.6953,134.4365,78.8799,2.6617,2.6722,2.9152,73.1133,187.2529,134.4365,1.0453,5.3379,2.6722,98.5693,1.7976,20,120,60,0
1453,pH,8.5,6,2,Moderate,31.9873,104.0518,40.96,7.1899,7.2874,7.2307,63.583,178.7236,104.0518,3.9658,16.9848,7.2874,75.3096,4.7548,20,120,60,1
1454,pH,8.5,6,2,Moderate,26.1367,126.0869,71.3115,7.3969,7.2908,7.2092,73.5547,201.9629,126.0869,2.6946,15.3788,7.2908,89.9521,4.8146,20,120,60,0
1455,pH,8.5,6,2,Moderate,8.3066,94.5684,71.0566,2.6729,2.5566,2.765,81.8486,232.582,94.5684,1.2109,7.3003,2.5566,66.0908,1.694,20,120,60,0
1456,pH,8.5,6,2,Moderate,39.9707,100.875,37.124,7.2114,7.1498,7.1375,58.8008,168.2188,100.875,4.5302,16.005,7.1498,75.3916,4.8614,20,120,60,1
1457,pH,8.5,6,2,Moderate,4.3672,125.7627,36.0654,4.7973,7.4842,7.3028,67.8477,246.1338,125.7627,2.0791,9.7623,7.4842,79.2412,4.8019,20,120,60,0
1458,pH,8.5,6,2,Moderate,18.4238,139.2139,79.1094,7.118,7.0344,7.3038,75.0752,221.1475,139.2139,2.2073,13.1889,7.0344,96.248,4.7175,20,120,60,0
1459,pH,8.5,6,2,Moderate,15.8604,111.9971,84.9424,7.2323,7.2723,7.2954,81.6396,218.7607,111.9971,2.9288,16.6797,7.2723,80.1621,4.9216,20,120,60,1
1460,pH,8.5,6,2,Moderate,3.208,101.3926,67.9873,1.624,2.8515,2.8714,79.791,246.9561,101.3926,1.1351,4.1097,2.8515,68.2236,1.7886,20,120,60,1
1461,pH,8.5,6,2,Moderate,9.9834,138.9346,84.9121,7.0275,7.1951,7.2789,77.4492,236.6367,138.9346,2.1235,12.9057,7.1951,94.2305,4.8866,20,120,60,1
1462,pH,8.5,6,2,Moderate,3.0742,115.3711,54.0518,4.0471,7.1268,7.0326,73.6484,248.167,115.3711,2.2294,9.0649,7.1268,74.7998,4.3335,20,120,60,1
1463,pH,8.5,6,2,Moderate,25.1436,124.0312,64.5264,7.1154,7.217,7.2177,71.9141,203.084,124.0312,2.7815,15.174,7.217,87.6885,4.6908,20,120,60,0
1464,pH,8.5,6,2,Moderate,6.2773,105.1123,44.9902,5.7787,7.2303,7.2841,71.7598,239.6689,105.1123,2.6647,14.2439,7.2303,68.7021,4.5807,20,120,60,1
1465,pH,8.5,6,2,Moderate,39.042,122.793,34.7402,2.7459,2.7867,2.614,58.5586,183.3691,122.793,1.303,5.1146,2.7867,87.71,1.9948,20,120,60,1
1466,pH,8.5,6,2,Moderate,28.8496,128.1113,43.9043,7.062,7.3426,7.0529,64.4414,197.8496,128.1113,2.8988,14.0885,7.3426,88.833,4.7969,20,120,60,0
1467,pH,8.5,6,2,Moderate,6.1885,106.1221,34.7793,5.8631,7.159,7.2946,68.5596,240.0859,106.1221,2.6995,14.1834,7.159,68.1025,4.6581,20,120,60,0
1468,pH,8.5,6,2,Moderate,3.0068,126.5938,64.9053,3.9145,7.124,7.2331,75.0723,248.9385,126.5938,2.1136,7.8981,7.124,82.6084,4.3933,20,120,60,1
1469,pH,8.5,6,2,Moderate,35.7246,100.1309,61.7656,7.275,7.2651,7.2204,72.04,163.583,100.1309,4.3456,19.5747,7.2651,76.5137,4.9248,20,120,60,0
1470,pH,8.5,6,2,Moderate,5.6328,133.0488,40.3418,5.4715,7.0779,7.2083,68.1641,244.1709,133.0488,2.0137,10.5482,7.0779,84.4004,4.5938,20,120,60,1
1471,pH,8.5,6,2,Moderate,5.1328,131.9648,67.1152,5.4136,7.348,7.082,74.6826,245.0273,131.9648,1.9793,10.5517,7.348,86.6514,4.6425,20,120,60,0
1472,pH,8.5,6,2,Moderate,30.125,128.5332,46.9746,7.1048,7.2548,7.1412,65.043,195.3408,128.5332,2.9824,14.185,7.2548,89.8096,4.8236,20,120,60,1
1473,pH,8.5,6,2,Moderate,38.335,119.2412,73.916,7.1203,7.29,6.9736,73.1689,172.7246,119.2412,3.3342,16.048,7.29,89.8662,4.8975,20,120,60,0
1474,pH,8.5,6,2,Moderate,20.1406,110.7314,66.0371,7.1128,7.0315,7.0526,75.2051,208.4297,110.7314,2.9532,16.7797,7.0315,78.5508,4.6626,20,120,60,0
1475,pH,8.5,6,2,Moderate,23.7969,116.9629,51.6016,2.7828,2.7952,2.6189,68.9395,203.0967,116.9629,1.1991,6.1304,2.7952,81.6514,1.9082,20,120,60,1
1476,pH,8.5,6,2,Moderate,8.4688,121.1973,43.7246,2.6408,2.4836,2.9249,69.375,237.1582,121.1973,0.9703,5.617,2.4836,78.668,1.7402,20,120,60,1
1477,pH,8.5,6,2,Moderate,31.0654,125.1211,35.6924,7.2873,7.1806,7.219,61.3828,196.3027,125.1211,3.1294,12.811,7.1806,86.8086,4.8221,20,120,60,0
1478,pH,8.5,6,2,Moderate,42.7285,112.9824,70.1104,7.1606,7.3155,7.0151,71.6494,158.1826,112.9824,3.8784,17.3359,7.3155,87.0928,4.886,20,120,60,0
1479,pH,8.5,6,2,Moderate,13.627,131.9453,83.8926,7.2019,7.3651,7.0813,77.8506,228.5928,131.9453,2.2574,14.0543,7.3651,91.0947,4.9763,20,120,60,0
1480,pH,8.5,6,2,Moderate,8.3232,122.6475,39.1543,6.6415,7.0908,7.065,68.0547,237.6113,122.6475,2.335,13.9448,7.0908,78.9619,4.6112,20,120,60,0
1481,pH,8.5,6,2,Moderate,3.0146,98.1699,82.1641,3.9591,7.2352,7.1024,85.0928,247.1133,98.3164,2.9863,10.4038,7.0701,67.876,4.4493,20,120,60,0
1482,pH,8.5,6,2,Moderate,34.0186,129.29,61.8359,7.163,7.2202,7.0998,68.6924,187.7354,129.29,2.8733,14.5892,7.2202,93.1084,4.9114,20,120,60,0
1483,pH,8.5,6,2,Moderate,32.165,118.0869,43.793,7.343,6.9999,7.0254,63.9209,186.6729,118.0869,3.4053,15.26,6.9999,83.9238,4.7543,20,120,60,1
1484,pH,8.5,6,2,Moderate,2.8633,128.0488,76.1006,3.8302,7.157,7.2324,77.6006,249.2666,128.0488,2.0775,7.6789,7.157,84.6992,4.4438,20,120,60,1
1485,pH,8.5,6,2,Moderate,26.252,139.2861,61.9209,2.6826,2.7374,2.784,69.4424,206.9004,139.2861,0.9776,5.0422,2.7374,96.6748,1.7986,20,120,60,1
1486,pH,8.5,6,2,Moderate,28.751,98.0674,39.666,7.1805,7.2291,7.1829,64.5557,181.7969,98.0674,4.1296,17.6559,7.2291,70.6826,4.9202,20,120,60,1
1487,pH,8.5,6,2,Moderate,45.2676,143.1289,84.8877,7.1197,7.3505,7.1936,72.127,174.1562,143.1289,2.8121,13.1901,7.3505,107.2363,4.9919,20,120,60,1
1488,pH,8.5,6,2,Moderate,27.1523,96.1934,61.8076,2.5936,2.9057,2.8036,75.0547,182.9736,96.1934,1.512,7.2215,2.9057,71.627,1.9454,20,120,60,1
1489,pH,8.5,6,2,Moderate,3.4326,139.3379,76.9756,4.1249,7.1922,7.455,76.2422,248.6963,139.3379,1.909,7.5847,7.1922,91.5986,4.5299,20,120,60,1
1490,pH,8.5,6,2,Moderate,12.4971,121.4561,56.1152,2.6802,2.8384,2.7815,72.0156,228.7422,121.4561,0.9691,5.6763,2.8384,81.4209,1.9171,20,120,60,1
